req_id,device_id,arrival_ms,deadline_ms
req-34418,edge-8,82002.59,511.83
req-34420,edge-9,82019.80,505.86
req-34422,edge-0,82033.43,510.71
req-34424,edge-5,82032.63,494.34
req-34426,edge-6,82033.38,488.84
req-34428,edge-7,82026.85,491.85
req-34430,edge-1,82053.07,485.04
req-34432,edge-2,82051.95,499.95
req-34434,edge-3,82056.49,492.30
req-34436,edge-3,82072.41,511.65
req-34438,edge-4,82073.16,486.26
req-34440,edge-7,82078.55,505.15
req-34442,edge-8,82070.13,495.89
req-34444,edge-0,82080.01,508.50
req-34446,edge-1,82083.09,513.52
req-34448,edge-2,82081.72,502.64
req-34450,edge-3,82088.04,501.59
req-34452,edge-5,82086.57,493.58
req-34454,edge-0,82102.75,486.62
req-34456,edge-1,82110.24,487.47
req-34458,edge-2,82105.58,508.49
req-34460,edge-9,82104.40,513.95
req-34462,edge-0,82133.62,507.65
req-34464,edge-1,82126.39,507.00
req-34466,edge-2,82149.03,495.98
req-34468,edge-3,82153.92,498.09
req-34470,edge-4,82159.38,499.23
req-34472,edge-5,82156.03,500.94
req-34474,edge-6,82151.54,485.62
req-34476,edge-8,82148.65,501.96
req-34478,edge-0,82165.54,492.44
req-34480,edge-1,82160.42,510.69
req-34482,edge-4,82178.53,501.20
req-34484,edge-8,82161.64,514.94
req-34486,edge-1,82181.41,508.94
req-34488,edge-2,82196.71,500.44
req-34490,edge-4,82182.20,512.42
req-34492,edge-5,82198.11,498.00
req-34494,edge-7,82184.52,498.46
req-34496,edge-1,82209.50,488.61
req-34498,edge-2,82204.34,503.28
req-34500,edge-3,82208.71,514.19
req-34502,edge-4,82208.20,513.53
req-34504,edge-8,82200.82,485.84
req-34506,edge-0,82235.44,496.06
req-34508,edge-2,82229.65,496.57
req-34510,edge-3,82226.73,490.55
req-34512,edge-7,82220.90,500.20
req-34514,edge-0,82246.96,502.44
req-34516,edge-1,82259.50,511.61
req-34518,edge-2,82251.93,514.68
req-34520,edge-5,82253.23,486.27
req-34522,edge-8,82243.17,507.38
req-34524,edge-9,82248.45,506.81
req-34526,edge-0,82271.44,514.39
req-34528,edge-1,82279.43,492.55
req-34530,edge-2,82270.27,500.95
req-34532,edge-4,82265.49,496.51
req-34534,edge-5,82261.25,509.84
req-34536,edge-0,82283.66,508.22
req-34538,edge-1,82291.95,499.63
req-34540,edge-2,82299.79,504.40
req-34542,edge-3,82283.02,489.97
req-34544,edge-4,82293.74,507.24
req-34546,edge-8,82293.84,493.76
req-34548,edge-0,82301.54,507.17
req-34550,edge-1,82306.81,499.50
req-34552,edge-2,82304.65,503.76
req-34554,edge-3,82305.91,505.20
req-34556,edge-4,82307.11,492.99
req-34558,edge-6,82303.98,495.59
req-34560,edge-0,82335.44,514.08
req-34562,edge-2,82333.65,506.74
req-34564,edge-4,82331.57,488.42
req-34566,edge-6,82334.81,505.10
req-34568,edge-8,82324.11,492.83
req-34570,edge-1,82357.90,486.90
req-34572,edge-2,82354.77,503.34
req-34574,edge-3,82358.09,513.72
req-34576,edge-5,82350.19,507.91
req-34578,edge-1,82379.59,510.27
req-34580,edge-2,82362.94,513.51
req-34582,edge-7,82363.99,512.64
req-34584,edge-2,82397.92,499.02
req-34586,edge-5,82396.00,514.28
req-34588,edge-7,82381.80,491.58
req-34590,edge-0,82409.65,511.46
req-34592,edge-1,82409.00,497.70
req-34594,edge-3,82417.99,514.23
req-34596,edge-4,82409.88,486.45
req-34598,edge-6,82406.52,492.44
req-34600,edge-8,82402.55,489.02
req-34602,edge-1,82428.04,500.70
req-34604,edge-2,82428.58,486.63
req-34606,edge-4,82421.57,490.64
req-34608,edge-6,82432.57,498.92
req-34610,edge-8,82422.52,505.75
req-34612,edge-0,82449.52,498.35
req-34614,edge-2,82440.96,496.16
req-34616,edge-3,82454.80,510.08
req-34618,edge-6,82448.74,499.50
req-34620,edge-9,82457.24,490.69
req-34622,edge-0,82462.48,492.50
req-34624,edge-4,82475.60,490.98
req-34626,edge-5,82467.59,502.18
req-34628,edge-6,82476.87,496.54
req-34630,edge-9,82469.08,501.37
req-34632,edge-0,82481.38,507.70
req-34634,edge-1,82495.80,514.06
req-34636,edge-2,82499.53,490.86
req-34638,edge-3,82489.84,496.25
req-34640,edge-0,82515.04,492.56
req-34642,edge-3,82515.51,496.79
req-34644,edge-4,82510.91,509.78
req-34646,edge-6,82506.17,495.94
req-34648,edge-0,82529.55,499.05
req-34650,edge-1,82534.69,503.27
req-34652,edge-2,82537.41,492.63
req-34654,edge-4,82537.27,508.52
req-34656,edge-5,82525.92,497.49
req-34658,edge-6,82536.33,489.73
req-34660,edge-7,82523.16,511.05
req-34662,edge-0,82545.84,498.76
req-34664,edge-2,82548.34,510.17
req-34666,edge-3,82549.84,509.77
req-34668,edge-6,82557.79,504.95
req-34670,edge-9,82548.52,496.94
req-34672,edge-0,82575.18,493.56
req-34674,edge-1,82562.25,513.77
req-34676,edge-2,82565.26,514.50
req-34678,edge-3,82573.02,501.24
req-34680,edge-6,82563.25,490.10
req-34682,edge-7,82561.13,486.82
req-34684,edge-2,82588.24,509.58
req-34686,edge-3,82589.79,503.69
req-34688,edge-4,82591.31,496.52
req-34690,edge-5,82594.77,504.23
req-34692,edge-6,82580.81,487.88
req-34694,edge-7,82592.24,501.72
req-34696,edge-0,82602.88,498.38
req-34698,edge-1,82611.01,495.94
req-34700,edge-2,82600.82,507.59
req-34702,edge-3,82615.40,486.72
req-34704,edge-7,82602.40,509.32
req-34706,edge-1,82623.69,492.70
req-34708,edge-3,82638.89,503.24
req-34710,edge-4,82635.13,510.78
req-34712,edge-6,82636.02,501.87
req-34714,edge-8,82637.11,485.26
req-34716,edge-2,82640.65,498.52
req-34718,edge-4,82649.74,501.52
req-34720,edge-0,82664.93,499.24
req-34722,edge-1,82667.52,501.56
req-34724,edge-2,82678.25,506.87
req-34726,edge-3,82673.57,513.29
req-34728,edge-5,82674.79,486.59
req-34730,edge-6,82668.69,491.15
req-34732,edge-8,82673.59,499.50
req-34734,edge-0,82688.32,487.62
req-34736,edge-1,82693.52,513.08
req-34738,edge-2,82699.26,495.91
req-34740,edge-3,82691.58,505.56
req-34742,edge-5,82694.36,511.06
req-34744,edge-6,82694.77,486.71
req-34746,edge-7,82681.27,512.06
req-34748,edge-8,82683.77,499.01
req-34750,edge-0,82713.37,509.23
req-34752,edge-2,82702.54,486.59
req-34754,edge-3,82712.82,498.81
req-34756,edge-4,82705.41,495.83
req-34758,edge-1,82726.11,501.10
req-34760,edge-2,82738.08,505.54
req-34762,edge-3,82736.33,499.61
req-34764,edge-1,82744.15,492.21
req-34766,edge-2,82741.30,502.15
req-34768,edge-7,82741.49,497.24
req-34770,edge-2,82772.53,489.64
req-34772,edge-3,82772.45,512.34
req-34774,edge-4,82760.58,504.07
req-34776,edge-0,82790.48,496.22
req-34778,edge-1,82784.30,509.93
req-34780,edge-3,82788.57,511.19
req-34782,edge-5,82783.48,494.84
req-34784,edge-6,82783.17,505.68
req-34786,edge-8,82797.54,500.93
req-34788,edge-9,82784.88,500.97
req-34790,edge-0,82812.21,495.34
req-34792,edge-2,82815.34,503.33
req-34794,edge-4,82811.51,492.68
req-34796,edge-9,82804.03,494.20
req-34798,edge-7,82820.80,486.18
req-34800,edge-8,82827.38,510.36
req-34802,edge-0,82841.83,489.01
req-34804,edge-3,82841.87,498.56
req-34806,edge-4,82847.74,506.41
req-34808,edge-5,82841.16,510.09
req-34810,edge-3,82860.30,498.60
req-34812,edge-1,82899.57,493.28
req-34814,edge-2,82891.31,495.68
req-34816,edge-4,82880.80,487.04
req-34818,edge-6,82890.48,506.07
req-34820,edge-1,82918.53,493.29
req-34822,edge-2,82908.58,490.40
req-34824,edge-3,82918.51,496.47
req-34826,edge-8,82917.57,514.81
req-34828,edge-1,82920.39,490.99
req-34830,edge-5,82927.93,505.50
req-34832,edge-7,82927.49,485.46
req-34834,edge-0,82955.62,504.79
req-34836,edge-1,82946.58,506.86
req-34838,edge-2,82951.79,499.24
req-34840,edge-3,82958.95,497.80
req-34842,edge-5,82956.25,497.75
req-34844,edge-9,82950.06,496.86
req-34846,edge-1,82967.80,497.99
req-34848,edge-3,82970.98,497.52
req-34850,edge-1,82997.31,501.41
req-34852,edge-3,82985.32,486.75
req-34854,edge-0,83009.87,495.90
req-34856,edge-2,83008.03,513.46
req-34858,edge-3,83013.92,505.91
req-34860,edge-6,83011.44,494.85
req-34862,edge-7,83009.39,500.77
req-34864,edge-0,83029.72,486.96
req-34866,edge-1,83034.87,501.08
req-34868,edge-2,83026.75,493.46
req-34870,edge-3,83035.57,490.93
req-34872,edge-5,83033.31,493.30
req-34874,edge-0,83044.51,494.73
req-34876,edge-1,83044.08,500.55
req-34878,edge-3,83055.27,486.31
req-34880,edge-5,83040.38,490.42
req-34882,edge-6,83048.04,490.59
req-34884,edge-2,83071.37,485.35
req-34886,edge-3,83071.59,487.94
req-34888,edge-6,83078.69,507.80
req-34890,edge-0,83099.99,498.53
req-34892,edge-1,83099.83,489.78
req-34894,edge-2,83086.68,487.24
req-34896,edge-3,83081.62,491.90
req-34898,edge-6,83083.40,513.11
req-34900,edge-7,83099.80,511.85
req-34902,edge-9,83096.11,500.25
req-34904,edge-3,83113.21,502.28
req-34906,edge-4,83108.43,493.29
req-34908,edge-6,83108.12,487.86
req-34910,edge-0,83132.97,500.17
req-34912,edge-3,83125.62,485.19
req-34914,edge-9,83134.12,485.43
req-34916,edge-1,83152.96,490.11
req-34918,edge-2,83142.14,491.88
req-34920,edge-3,83147.57,506.38
req-34922,edge-5,83143.20,490.94
req-34924,edge-9,83173.71,512.71
req-34926,edge-2,83180.14,489.52
req-34928,edge-3,83191.68,511.99
req-34930,edge-0,83216.47,491.38
req-34932,edge-1,83201.92,509.56
req-34934,edge-2,83202.65,494.80
req-34936,edge-3,83207.47,491.26
req-34938,edge-5,83215.80,498.07
req-34940,edge-7,83219.36,510.45
req-34942,edge-9,83219.87,498.05
req-34944,edge-2,83235.41,513.71
req-34946,edge-3,83237.50,496.96
req-34948,edge-4,83223.25,504.65
req-34950,edge-5,83225.95,512.83
req-34952,edge-9,83228.61,507.94
req-34954,edge-0,83248.20,499.21
req-34956,edge-1,83247.73,493.18
req-34958,edge-2,83254.15,506.77
req-34960,edge-4,83249.17,506.68
req-34962,edge-5,83257.81,513.23
req-34964,edge-8,83241.61,492.83
req-34966,edge-9,83251.28,490.87
req-34968,edge-0,83273.43,493.63
req-34970,edge-1,83271.98,488.53
req-34972,edge-0,83283.21,507.18
req-34974,edge-1,83282.45,494.11
req-34976,edge-2,83286.41,514.59
req-34978,edge-4,83280.98,502.73
req-34980,edge-5,83280.56,500.85
req-34982,edge-6,83289.07,508.30
req-34984,edge-8,83291.33,511.27
req-34986,edge-0,83317.60,494.89
req-34988,edge-1,83304.95,489.21
req-34990,edge-2,83307.37,501.50
req-34992,edge-3,83311.52,501.89
req-34994,edge-7,83307.18,513.62
req-34996,edge-1,83333.50,502.39
req-34998,edge-2,83331.52,500.02
req-35000,edge-6,83322.81,487.31
req-35002,edge-9,83330.32,505.84
req-35004,edge-0,83358.45,485.88
req-35006,edge-1,83355.37,495.24
req-35008,edge-4,83342.95,501.68
req-35010,edge-1,83376.66,495.33
req-35012,edge-3,83377.90,488.56
req-35014,edge-5,83367.63,497.54
req-35016,edge-6,83374.42,495.82
req-35018,edge-7,83372.22,507.18
req-35020,edge-0,83390.59,486.78
req-35022,edge-2,83389.56,490.05
req-35024,edge-0,83401.78,496.70
req-35026,edge-1,83410.93,501.01
req-35028,edge-2,83404.61,493.01
req-35030,edge-3,83401.10,514.62
req-35032,edge-5,83403.09,513.65
req-35034,edge-0,83425.72,508.70
req-35036,edge-1,83437.47,510.71
req-35038,edge-3,83437.93,495.16
req-35040,edge-0,83445.94,502.78
req-35042,edge-2,83457.59,500.80
req-35044,edge-0,83478.26,489.83
req-35046,edge-2,83498.11,509.41
req-35048,edge-4,83491.34,510.71
req-35050,edge-5,83497.66,496.00
req-35052,edge-0,83509.46,493.83
req-35054,edge-6,83517.85,509.28
req-35056,edge-0,83528.77,497.20
req-35058,edge-4,83525.20,496.81
req-35060,edge-9,83535.74,503.96
req-35062,edge-1,83549.92,487.55
req-35064,edge-2,83556.03,509.12
req-35066,edge-5,83547.92,489.27
req-35068,edge-6,83559.32,504.38
req-35070,edge-0,83564.04,504.71
req-35072,edge-2,83571.66,486.56
req-35074,edge-3,83577.61,503.91
req-35076,edge-7,83560.92,508.50
req-35078,edge-0,83594.01,490.98
req-35080,edge-1,83597.71,505.84
req-35082,edge-2,83597.35,489.89
req-35084,edge-3,83595.82,512.31
req-35086,edge-4,83590.41,498.14
req-35088,edge-6,83598.28,511.89
req-35090,edge-1,83600.04,508.54
req-35092,edge-2,83617.09,495.21
req-35094,edge-8,83614.53,488.98
req-35096,edge-0,83639.48,510.82
req-35098,edge-3,83622.80,509.76
req-35100,edge-4,83622.62,504.87
req-35102,edge-0,83643.83,503.06
req-35104,edge-1,83653.75,489.11
req-35106,edge-2,83651.05,513.20
req-35108,edge-3,83643.59,487.31
req-35110,edge-8,83654.36,503.68
req-35112,edge-1,83665.57,499.73
req-35114,edge-5,83669.94,486.90
req-35116,edge-6,83678.81,514.74
req-35118,edge-1,83696.14,488.07
req-35120,edge-2,83686.91,505.43
req-35122,edge-3,83680.58,514.72
req-35124,edge-4,83685.11,493.78
req-35126,edge-0,83702.18,497.85
req-35128,edge-1,83703.92,507.32
req-35130,edge-2,83713.64,512.33
req-35132,edge-3,83706.83,496.79
req-35134,edge-5,83704.30,502.46
req-35136,edge-0,83730.04,498.43
req-35138,edge-3,83726.20,505.34
req-35140,edge-0,83749.53,510.64
req-35142,edge-1,83754.77,510.86
req-35144,edge-2,83742.28,505.38
req-35146,edge-4,83743.27,493.89
req-35148,edge-1,83770.66,508.94
req-35150,edge-1,83785.67,487.09
req-35152,edge-2,83783.88,512.01
req-35154,edge-0,83800.59,505.93
req-35156,edge-1,83819.52,492.15
req-35158,edge-3,83806.65,500.61
req-35160,edge-4,83800.51,490.25
req-35162,edge-5,83810.41,487.44
req-35164,edge-9,83804.46,490.44
req-35166,edge-0,83831.86,506.03
req-35168,edge-2,83839.62,499.62
req-35170,edge-3,83824.09,505.95
req-35172,edge-5,83821.28,511.07
req-35174,edge-0,83851.61,510.37
req-35176,edge-2,83846.96,496.02
req-35178,edge-3,83847.29,494.81
req-35180,edge-4,83855.23,512.97
req-35182,edge-6,83842.55,499.42
req-35184,edge-0,83868.29,512.86
req-35186,edge-1,83868.04,485.93
req-35188,edge-2,83873.85,491.47
req-35190,edge-6,83871.52,498.11
req-35192,edge-7,83878.36,501.67
req-35194,edge-8,83874.04,508.70
req-35196,edge-9,83867.23,485.97
req-35198,edge-0,83889.99,504.10
req-35200,edge-4,83880.41,485.95
req-35202,edge-5,83882.52,510.03
req-35204,edge-8,83890.03,509.87
req-35206,edge-2,83904.00,493.98
req-35208,edge-4,83909.08,501.82
req-35210,edge-5,83910.83,499.25
req-35212,edge-6,83919.83,514.13
req-35214,edge-9,83915.37,500.26
req-35216,edge-0,83921.44,511.44
req-35218,edge-1,83939.39,507.51
req-35220,edge-5,83931.19,493.39
req-35222,edge-9,83924.23,509.10
req-35224,edge-0,83940.59,491.74
req-35226,edge-2,83947.73,507.33
req-35228,edge-4,83947.87,492.82
req-35230,edge-5,83949.11,490.89
req-35232,edge-6,83943.11,486.81
req-35234,edge-8,83948.61,502.41
req-35236,edge-0,83962.82,486.04
req-35238,edge-1,83978.94,495.21
req-35240,edge-5,83971.45,514.86
req-35242,edge-8,83961.41,499.05
req-35244,edge-0,83981.17,491.46
req-35246,edge-2,83991.30,487.72
req-35248,edge-3,83993.95,502.22
req-35250,edge-4,83991.44,507.96
req-35252,edge-6,83991.51,487.82
req-35254,edge-0,84013.81,503.62
req-35256,edge-1,84010.91,508.82
req-35258,edge-3,84009.74,491.35
req-35260,edge-0,84026.14,498.60
req-35262,edge-1,84038.48,502.27
req-35264,edge-2,84023.81,500.07
req-35266,edge-3,84029.47,495.34
req-35268,edge-4,84032.82,502.95
req-35270,edge-0,84047.83,486.55
req-35272,edge-1,84056.11,504.97
req-35274,edge-2,84052.07,498.64
req-35276,edge-3,84052.00,487.93
req-35278,edge-4,84052.02,490.58
req-35280,edge-5,84050.80,491.77
req-35282,edge-6,84042.21,503.55
req-35284,edge-0,84073.69,510.17
req-35286,edge-2,84060.31,493.37
req-35288,edge-3,84073.19,499.82
req-35290,edge-0,84089.93,501.63
req-35292,edge-1,84085.91,489.84
req-35294,edge-3,84097.41,485.94
req-35296,edge-6,84082.78,485.94
req-35298,edge-1,84113.63,501.81
req-35300,edge-0,84130.44,493.69
req-35302,edge-1,84139.72,486.58
req-35304,edge-2,84128.40,513.68
req-35306,edge-3,84130.66,488.88
req-35308,edge-4,84131.86,514.69
req-35310,edge-5,84135.03,508.02
req-35312,edge-6,84126.11,503.55
req-35314,edge-8,84128.62,498.36
req-35316,edge-1,84156.84,512.30
req-35318,edge-2,84149.51,514.27
req-35320,edge-5,84152.60,498.92
req-35322,edge-2,84165.92,510.78
req-35324,edge-3,84164.18,492.78
req-35326,edge-5,84177.41,513.79
req-35328,edge-6,84172.58,485.90
req-35330,edge-8,84177.30,499.91
req-35332,edge-0,84183.98,485.34
req-35334,edge-1,84197.75,514.52
req-35336,edge-3,84189.96,507.91
req-35338,edge-4,84187.10,508.40
req-35340,edge-6,84182.32,494.02
req-35342,edge-0,84219.76,509.43
req-35344,edge-2,84209.06,485.67
req-35346,edge-9,84213.99,513.39
req-35348,edge-1,84234.19,488.28
req-35350,edge-2,84234.77,488.83
req-35352,edge-4,84220.98,499.53
req-35354,edge-0,84241.87,495.60
req-35356,edge-1,84244.72,495.12
req-35358,edge-3,84257.06,491.29
req-35360,edge-5,84248.88,494.47
req-35362,edge-6,84257.54,495.22
req-35364,edge-7,84242.34,487.42
req-35366,edge-9,84251.88,486.48
req-35368,edge-0,84268.36,493.13
req-35370,edge-9,84275.20,505.12
req-35372,edge-0,84294.63,489.34
req-35374,edge-2,84293.25,499.04
req-35376,edge-5,84286.65,494.58
req-35378,edge-7,84286.46,508.36
req-35380,edge-1,84315.66,504.19
req-35382,edge-4,84309.13,493.67
req-35384,edge-6,84319.70,505.59
req-35386,edge-0,84320.23,499.45
req-35388,edge-1,84325.72,512.33
req-35390,edge-2,84330.58,493.83
req-35392,edge-4,84337.79,503.90
req-35394,edge-5,84331.51,486.07
req-35396,edge-3,84357.16,490.55
req-35398,edge-5,84355.82,501.12
req-35400,edge-6,84359.40,497.21
req-35402,edge-8,84347.77,490.17
req-35404,edge-4,84372.22,506.24
req-35406,edge-5,84375.18,508.30
req-35408,edge-0,84399.78,506.53
req-35410,edge-1,84394.66,494.59
req-35412,edge-3,84389.50,488.93
req-35414,edge-0,84406.00,505.81
req-35416,edge-1,84411.90,496.79
req-35418,edge-3,84418.91,496.67
req-35420,edge-5,84407.57,511.55
req-35422,edge-7,84411.94,511.27
req-35424,edge-8,84401.79,509.65
req-35426,edge-2,84422.40,508.52
req-35428,edge-5,84426.29,486.02
req-35430,edge-8,84435.93,496.97
req-35432,edge-9,84426.04,490.63
req-35434,edge-2,84457.58,505.47
req-35436,edge-5,84446.31,490.43
req-35438,edge-6,84446.12,509.92
req-35440,edge-1,84469.80,512.24
req-35442,edge-2,84466.34,503.65
req-35444,edge-5,84471.94,494.88
req-35446,edge-9,84478.09,492.14
req-35448,edge-0,84483.82,513.62
req-35450,edge-1,84480.01,510.71
req-35452,edge-2,84489.98,513.55
req-35454,edge-4,84494.90,513.96
req-35456,edge-5,84497.22,504.78
req-35458,edge-7,84494.88,487.08
req-35460,edge-0,84514.63,489.78
req-35462,edge-4,84513.78,499.32
req-35464,edge-5,84503.88,489.83
req-35466,edge-0,84538.35,504.60
req-35468,edge-2,84534.61,499.49
req-35470,edge-3,84524.88,489.31
req-35472,edge-4,84523.89,496.77
req-35474,edge-7,84524.58,491.66
req-35476,edge-9,84529.09,513.41
req-35478,edge-0,84555.95,500.01
req-35480,edge-2,84545.87,500.60
req-35482,edge-3,84551.93,500.73
req-35484,edge-9,84545.18,488.29
req-35486,edge-1,84570.75,486.05
req-35488,edge-2,84565.50,510.47
req-35490,edge-3,84565.04,501.79
req-35492,edge-5,84577.15,486.55
req-35494,edge-0,84594.39,503.80
req-35496,edge-1,84596.20,499.64
req-35498,edge-2,84588.77,513.31
req-35500,edge-6,84586.40,495.81
req-35502,edge-0,84609.59,507.66
req-35504,edge-1,84602.27,510.39
req-35506,edge-3,84617.35,489.50
req-35508,edge-6,84605.70,495.59
req-35510,edge-7,84611.69,495.99
req-35512,edge-1,84626.58,491.63
req-35514,edge-4,84632.94,497.17
req-35516,edge-6,84633.70,507.39
req-35518,edge-1,84654.60,505.36
req-35520,edge-2,84649.21,507.66
req-35522,edge-3,84657.99,489.95
req-35524,edge-5,84641.86,503.44
req-35526,edge-1,84660.98,512.54
req-35528,edge-2,84679.12,491.46
req-35530,edge-3,84678.38,486.24
req-35532,edge-4,84674.64,502.68
req-35534,edge-6,84673.74,485.63
req-35536,edge-1,84695.59,499.22
req-35538,edge-2,84684.60,492.10
req-35540,edge-3,84681.08,487.42
req-35542,edge-5,84699.69,506.40
req-35544,edge-6,84695.73,503.54
req-35546,edge-8,84694.25,492.95
req-35548,edge-2,84700.30,512.76
req-35550,edge-3,84716.98,509.32
req-35552,edge-8,84704.24,490.83
req-35554,edge-9,84710.70,509.90
req-35556,edge-0,84731.78,496.35
req-35558,edge-1,84733.40,498.05
req-35560,edge-2,84737.96,493.15
req-35562,edge-3,84731.49,489.68
req-35564,edge-5,84721.63,513.92
req-35566,edge-6,84724.02,503.39
req-35568,edge-8,84731.48,502.87
req-35570,edge-1,84757.80,508.76
req-35572,edge-2,84745.38,498.15
req-35574,edge-5,84752.67,500.54
req-35576,edge-8,84741.14,511.61
req-35578,edge-9,84749.09,505.16
req-35580,edge-0,84776.76,502.48
req-35582,edge-2,84776.22,492.81
req-35584,edge-5,84770.30,512.11
req-35586,edge-9,84775.87,487.68
req-35588,edge-0,84796.67,485.01
req-35590,edge-1,84787.61,498.63
req-35592,edge-2,84786.89,510.75
req-35594,edge-3,84798.21,514.50
req-35596,edge-4,84792.56,497.25
req-35598,edge-5,84784.75,489.81
req-35600,edge-8,84789.44,504.66
req-35602,edge-0,84819.77,493.50
req-35604,edge-1,84805.48,494.24
req-35606,edge-3,84804.61,492.68
req-35608,edge-6,84811.90,510.57
req-35610,edge-8,84812.39,497.41
req-35612,edge-9,84812.85,503.28
req-35614,edge-3,84831.01,504.99
req-35616,edge-4,84837.43,496.26
req-35618,edge-6,84821.34,490.47
req-35620,edge-1,84853.56,497.12
req-35622,edge-3,84849.13,504.25
req-35624,edge-5,84854.81,509.68
req-35626,edge-0,84867.55,502.64
req-35628,edge-2,84867.57,514.56
req-35630,edge-4,84879.83,486.56
req-35632,edge-6,84875.08,503.43
req-35634,edge-7,84876.14,507.60
req-35636,edge-0,84889.44,506.68
req-35638,edge-1,84885.67,501.55
req-35640,edge-2,84886.75,496.08
req-35642,edge-4,84880.73,513.51
req-35644,edge-7,84880.11,509.27
req-35646,edge-9,84894.42,514.99
req-35648,edge-0,84910.27,509.66
req-35650,edge-1,84914.62,499.71
req-35652,edge-2,84912.00,490.48
req-35654,edge-3,84905.83,487.12
req-35656,edge-4,84914.84,499.73
req-35658,edge-7,84916.58,500.17
req-35660,edge-0,84924.26,504.37
req-35662,edge-3,84923.11,498.32
req-35664,edge-4,84938.32,491.58
req-35666,edge-1,84954.55,509.40
req-35668,edge-3,84955.10,485.59
req-35670,edge-5,84941.76,498.34
req-35672,edge-6,84940.59,498.08
req-35674,edge-0,84964.75,498.73
req-35676,edge-1,84965.81,513.88
req-35678,edge-2,84975.33,503.62
req-35680,edge-3,84968.11,509.91
req-35682,edge-6,84968.32,514.23
req-35684,edge-9,84973.12,493.25
req-35686,edge-1,84996.98,497.14
req-35688,edge-6,84981.07,507.40
req-35690,edge-1,85006.07,509.31
req-35692,edge-2,85002.82,488.46
req-35694,edge-0,85028.09,510.86
req-35696,edge-1,85029.94,507.24
req-35698,edge-3,85033.22,489.09
req-35700,edge-4,85027.78,493.55
req-35702,edge-5,85022.09,505.15
req-35704,edge-9,85025.07,495.65
req-35706,edge-0,85055.19,499.67
req-35708,edge-1,85040.95,487.09
req-35710,edge-2,85044.89,511.59
req-35712,edge-3,85043.48,507.36
req-35714,edge-7,85050.83,514.70
req-35716,edge-1,85070.44,496.53
req-35718,edge-2,85060.51,508.38
req-35720,edge-3,85072.18,491.26
req-35722,edge-6,85076.71,491.87
req-35724,edge-4,85098.49,491.50
req-35726,edge-8,85090.49,504.44
req-35728,edge-9,85094.88,485.44
req-35730,edge-0,85105.25,502.68
req-35732,edge-2,85118.38,488.54
req-35734,edge-5,85113.62,496.99
req-35736,edge-8,85117.81,513.57
req-35738,edge-9,85106.55,510.51
req-35740,edge-2,85126.08,513.71
req-35742,edge-3,85134.52,500.59
req-35744,edge-4,85128.14,513.70
req-35746,edge-6,85120.86,503.72
req-35748,edge-1,85145.28,509.29
req-35750,edge-2,85154.96,489.08
req-35752,edge-3,85153.99,513.20
req-35754,edge-6,85145.25,489.71
req-35756,edge-0,85162.85,504.36
req-35758,edge-1,85174.00,485.42
req-35760,edge-2,85179.12,485.84
req-35762,edge-3,85178.86,494.51
req-35764,edge-5,85172.10,487.90
req-35766,edge-7,85174.10,508.30
req-35768,edge-3,85200.60,511.16
req-35770,edge-4,85209.75,501.53
req-35772,edge-6,85206.46,504.95
req-35774,edge-9,85201.22,511.50
req-35776,edge-0,85231.90,487.02
req-35778,edge-2,85237.64,491.17
req-35780,edge-4,85238.23,485.70
req-35782,edge-5,85238.47,506.84
req-35784,edge-2,85256.30,510.79
req-35786,edge-4,85257.51,509.01
req-35788,edge-6,85247.67,513.39
req-35790,edge-9,85255.48,489.47
req-35792,edge-2,85268.69,501.53
req-35794,edge-7,85275.41,506.01
req-35796,edge-0,85286.98,491.52
req-35798,edge-1,85280.57,487.20
req-35800,edge-6,85290.25,491.91
req-35802,edge-7,85283.19,508.13
req-35804,edge-9,85299.13,490.75
req-35806,edge-3,85305.01,490.60
req-35808,edge-6,85305.37,505.00
req-35810,edge-0,85336.92,513.02
req-35812,edge-3,85328.01,485.13
req-35814,edge-5,85321.11,498.05
req-35816,edge-6,85326.68,497.90
req-35818,edge-0,85342.96,486.52
req-35820,edge-1,85351.53,491.62
req-35822,edge-3,85341.23,490.56
req-35824,edge-6,85359.55,488.22
req-35826,edge-0,85379.93,486.34
req-35828,edge-2,85376.44,509.10
req-35830,edge-3,85362.09,500.23
req-35832,edge-5,85360.32,513.82
req-35834,edge-6,85378.45,509.54
req-35836,edge-8,85367.26,497.16
req-35838,edge-1,85389.42,510.84
req-35840,edge-3,85396.21,510.19
req-35842,edge-4,85381.35,496.12
req-35844,edge-8,85393.21,501.51
req-35846,edge-9,85386.19,504.30
req-35848,edge-0,85415.92,491.72
req-35850,edge-1,85409.00,509.49
req-35852,edge-2,85411.73,494.83
req-35854,edge-4,85419.63,496.54
req-35856,edge-5,85400.13,500.79
req-35858,edge-6,85414.18,506.45
req-35860,edge-2,85424.67,493.36
req-35862,edge-3,85425.99,495.20
req-35864,edge-4,85420.95,514.11
req-35866,edge-5,85431.84,510.75
req-35868,edge-0,85456.46,513.83
req-35870,edge-1,85441.94,505.72
req-35872,edge-2,85452.82,511.47
req-35874,edge-4,85456.88,496.32
req-35876,edge-5,85457.37,510.24
req-35878,edge-6,85458.85,495.30
req-35880,edge-7,85443.66,486.86
req-35882,edge-9,85456.65,499.08
req-35884,edge-0,85460.93,509.77
req-35886,edge-1,85466.29,488.26
